tracking_id	locus	nearest_ref_id	class_code	transcript_length	T1a	T1b	T2	T3	N1	N2
Gene_08886	chr2:204161501-204161541	NM_177538	c		7	9	183	155	33	21
Gene_08887	chr2:204293102-204293249	NM_005759	c		17	12	83	153	10	83
Gene_08888	chr2:204296342-204296382	NM_005759	c		164	160	52	168	12	139
Gene_08889	chr2:204591566-204591622	NM_006139	c		2	0	1	0	0	2
Gene_08890	chr2:204600093-204600149	NM_006139	c		1629	1189	3729	7386	1222	1721
Gene_08891	chr2:207025316-207025392	NM_001037663	c		35	55	28	37	98	12
Gene_08892	chr2:207026090-207026175	NM_001037663	c		3	3	4	12	0	9
Gene_08893	chr2:208394738-208394825	NM_004379	.		17	9	25	72	22	44
Gene_08894	chr2:208462204-208462244	NM_004379	c		6	1	2	3	3	7
Gene_08895	chr2:208462366-208462474	NM_004379	c		0	0	2	0	0	2
Gene_08896	chr2:208465241-208465281	NM_004379	c		1	0	7	5	0	1
Gene_08897	chr2:208465378-208465493	NM_004379	c		21	11	39	23	18	20
Gene_08898	chr2:208466987-208467200	NM_004379	c		132	88	1687	769	493	275
Gene_08899	chr2:208467343-208467521	NM_004379	c		1	8	20	0	12	25
Gene_08900	chr2:208467998-208468094	NM_004379	c		7	3	10	11	0	3
Gene_08901	chr2:208469743-208469954	NM_004379	c		51	64	122	82	107	19
Gene_08902	chr2:209204755-209204813	NM_015040	c		472	237	1427	295	712	795
Gene_08903	chr2:209210790-209210848	NM_015040	.		179	199	373	365	566	149
Gene_08904	chr2:209220244-209220330	NM_015040	c		0	0	3	12	0	13
Gene_08905	chr2:210597953-210598222	NM_031845	c		0	3	0	0	49	26
Gene_08906	chr2:210885091-210885276	NM_199229	c		45	105	85	188	68	7
Gene_08907	chr2:214149302-214149342	NM_001025436	c		17	9	69	27	8	18
Gene_08908	chr2:216964836-216964952	NM_001142310	c		9	10	87	15	10	21
Gene_08909	chr2:216986810-216992395	NM_021141	c		36	29	206	70	75	51
Gene_08910	chr2:216986810-216992395	NM_021141	c		57	44	230	291	97	160
Gene_08911	chr2:217070442-217070629	NM_021141	c		287	297	1236	655	607	373
Gene_08912	chr2:217070840-217070995	NM_021141	c		31	16	32	18	28	27
Gene_08913	chr2:217364672-217366098	NM_000998	c		196	184	52	33	51	25
Gene_08914	chr2:218999566-219000216	NM_001168298	c		141	52	94	29	165	105
Gene_08915	chr2:219000264-219000965	NM_001168298	c		36	31	14	11	77	21
Gene_08916	chr2:219000264-219000965	NM_001168298	c		142	136	108	325	365	184
Gene_08917	chr2:219000264-219000965	NM_001168298	c		128	95	205	717	351	274
Gene_08918	chr2:219001080-219001774	NM_001168298	c		4	1	11	9	11	2
Gene_08919	chr2:219093465-219093518	NM_005731	c		1	0	0	0	0	0
Gene_08920	chr2:219103487-219103579	NM_005731	e		1733	1800	1	13475	15653	6618
Gene_08921	chr2:219104112-219114643	NM_005731	.		193	415	1656	1238	2648	469
Gene_08922	chr2:219104112-219114643	NM_005731	e		219	128	1240	569	639	428
Gene_08923	chr2:219104112-219114643	NM_005731	.		24	23	109	79	82	100
Gene_08924	chr2:219118627-219118891	NM_005731	c		59	36	191	41	143	201
Gene_08925	chr2:219257688-219257849	NM_000578	c		63	71	381	92	124	38
Gene_08926	chr2:219270572-219270659	NM_021198	c		18	1	14	0	0	3
Gene_08927	chr2:220047779-220047862	NM_024293	c		75	63	110	103	37	53
Gene_08928	chr2:220048188-220048297	NM_024293	c		52	51	36	20	86	11
Gene_08929	chr2:220473041-220473084	NM_052902	c		0	0	2	0	0	0
Gene_08930	chr2:223807857-223807942	NM_004457	c		27	22	51	61	33	32
Gene_08931	chr2:227580140-227580424	-	-		19	10	218	68	69	97
Gene_08932	chr2:227729695-227729796	NM_001167608	c		118	80	150	30	114	87
Gene_08933	chr2:228401380-228401420	NM_001135187	o		0	0	1	8	0	1
Gene_08934	chr2:228401620-228401759	NM_001135187	c		18	15	14	35	36	27
Gene_08935	chr2:231090515-231090555	NM_001005176	c		14	19	9	0	13	4
Gene_08936	chr2:231112655-231112717	NM_007237	c		145	112	211	182	256	275
Gene_08937	chr2:231307647-231307778	NM_001080391	.		8	14	0	0	0	6
Gene_08938	chr2:231311569-231311609	NM_001080391	c		0	0	3	0	0	0
Gene_08939	chr2:231314249-231314395	NM_001080391	c		6	2	23	1	2	8
Gene_08940	chr2:231314914-231314960	NM_001080391	c		0	1	2	0	0	1
Gene_08941	chr2:231325979-231326118	NM_001080391	c		1	4	3	0	11	2
Gene_08942	chr2:231408318-231409005	NM_001080391	c		0	0	0	1	0	1
Gene_08943	chr2:231408318-231409005	NM_001080391	c		11	7	18	31	16	24
Gene_08944	chr2:231408318-231409005	NM_001080391	c		2	1	17	7	0	1
Gene_08945	chr2:231409656-231409825	NM_001080391	c		46	41	163	20	44	40
Gene_08946	chr2:231409904-231410045	NM_001080391	c		0	0	0	1	0	0
Gene_08947	chr2:231683233-231683279	NM_001130850	.		1	6	16	11	12	3
Gene_08948	chr2:231683709-231683811	NM_001130850	c		4	0	11	5	2	5
Gene_08949	chr2:231683908-231683962	NM_001130850	c		0	0	0	0	0	1
Gene_08950	chr2:231684134-231684186	NM_001130850	c		5	5	6	8	6	6
Gene_08951	chr2:231684249-231684289	NM_001130850	c		64	27	86	41	135	105
Gene_08952	chr2:231685236-231685456	NM_001130850	c		35	17	65	13	62	62
Gene_08953	chr2:231940222-231940280	NM_002807	e		19	18	34	28	10	18
Gene_08954	chr2:231941797-231941842	NM_002807	c		359	248	265	210	648	201
Gene_08955	chr2:232573243-232573319	NM_001099285	c		89	84	181	544	172	74
Gene_08956	chr2:232576600-232576701	NM_001099285	e		1097	1033	7798	4258	8044	3014
Gene_08957	chr2:232577149-232577227	NM_001099285	e		5	11	0	0	0	31
Gene_08958	chr2:233421171-233421244	NM_004846	.		3	25	69	24	213	80
Gene_08959	chr2:233422591-233422631	NM_004846	e		21	5	141	0	82	27
Gene_08960	chr2:233620990-233621046	NM_001103148	.		64	30	95	25	31	47
Gene_08961	chr2:233625153-233646034	NM_001103148	e		118	121	278	405	283	181
Gene_08962	chr2:233651861-233655447	NM_001103147	c		10	10	9	49	26	13
Gene_08963	chr2:233655740-233655909	NM_001103148	c		195	74	136	231	336	177
Gene_08964	chr2:233722729-233722804	NM_001103148	c		0	0	13	1	0	4
Gene_08965	chr2:234067020-234067060	NM_001017915	c		0	0	0	77	0	1
Gene_08966	chr2:234094496-234094545	NM_001017915	c		0	0	0	0	0	1
Gene_08967	chr2:234116416-234116540	NM_001017915	c		82	35	131	42	80	72
Gene_08968	chr2:234204067-234204140	NM_030803	c		86	49	171	101	96	60
Gene_08969	chr2:234380549-234380607	NM_003648	c		139	39	99	40	66	63
Gene_08970	chr2:235963699-235964177	NM_014521	c		11	30	21	72	54	50
Gene_08971	chr2:238037210-238039711	-	-		805	375	14	859	0	19
Gene_08972	chr2:238373397-238373674	-	-		2	3	8	0	0	0
Gene_08973	chr2:238668706-238671367	NM_004735	.		38	33	165	185	67	90
Gene_08974	chr2:238671541-238672086	NM_004735	c		216	190	14	15	0	81
Gene_08975	chr2:238672416-238672854	NM_004735	c		1	5	12	0	12	2
Gene_08976	chr2:238672993-238673066	NM_004735	c		0	0	1	0	0	0
Gene_08977	chr2:238673395-238674048	NM_004735	c		426	428	1669	3211	2398	880
Gene_08978	chr2:238949927-238950085	NM_080678	.		2987	2197	18602	9112	6891	3846
Gene_08979	chr2:239237360-239237979	NM_001139490	c		8	3	6	0	0	0
Gene_08980	chr2:239309272-239309379	NM_001139490	c		71	52	93	38	43	27
Gene_08981	chr2:239429122-239430018	-	-		24	32	38	0	37	8
Gene_08982	chr2:239429122-239430018	-	-		1	0	0	18	17	3
Gene_08983	chr2:242099784-242099826	NM_002712	c		2	2	49	119	0	3
Gene_08984	chr2:242276868-242276930	NM_001008491	c		292	259	2055	1093	1619	1152
Gene_08985	chr2:242289518-242289612	NM_001008491	c		488	385	1255	1303	848	660
Gene_08986	chr2:242291415-242291685	NM_001008491	c		1	0	4	16	12	0
Gene_08987	chr2:242291415-242291685	NM_001008491	c		34	36	158	19	19	25
Gene_08988	chr2:242291761-242291845	NM_001008491	c		179	199	1463	876	465	269
Gene_08989	chr2:242292310-242292400	NM_001008491	c		35	15	84	11	11	83
Gene_08990	chr2:242292565-242292751	NM_001008491	c		10	10	0	3	1	7
Gene_08991	chr2:242292828-242293345	NM_001008491	c		138	147	330	556	247	50
Gene_08992	chr2:243037054-243037180	NR_024437	e		14	10	343	415	462	135
Gene_08993	chr2:231134-231187	NM_015677	c		96	36	2	77	10	38
Gene_08994	chr2:3502201-3502565	NM_018269	c		12	12	19	37	17	443
Gene_08995	chr2:6991583-6991630	NM_207315	c		43	41	346	517	226	168
Gene_08996	chr2:8870970-8871118	NM_020738	c		5	4	145	22	73	8
Gene_08997	chr2:8871196-8871297	NM_020738	c		144	71	225	204	204	236
Gene_08998	chr2:8943206-8946465	NM_020738	c		91	52	147	123	85	75
Gene_08999	chr2:8943206-8946465	NM_020738	c		43	25	118	36	56	42
Gene_09000	chr2:8998566-8998703	NM_138799	c		0	0	0	9	0	2
Gene_09001	chr2:9098686-9098774	NM_138799	e		4	1	29	3	8	5
Gene_09002	chr2:9724417-9724553	NM_006826	c		0	0	1	0	0	3
Gene_09003	chr2:9724723-9724886	NM_006826	c		145	122	1104	626	255	160
Gene_09004	chr2:9725089-9725471	NM_006826	c		13	6	50	5	25	9
Gene_09005	chr2:9727569-9727630	NM_006826	.		25	22	25	6	10	41
Gene_09006	chr2:9728346-9731602	NM_006826	c		13	2	47	2	16	14
Gene_09007	chr2:10580692-10580991	NM_002539	c		1	1	0	6	2	2
Gene_09008	chr2:10581672-10581784	NM_002539	c		253	252	441	407	424	260
Gene_09009	chr2:10581951-10582052	NM_002539	c		243	305	531	718	1037	334
Gene_09010	chr2:10582182-10583442	NM_002539	e		142	66	317	246	336	279
Gene_09011	chr2:10583827-10584324	NM_002539	c		11	5	9	1	18	6
Gene_09012	chr2:10583827-10584324	NM_002539	.		130	99	605	544	485	772
Gene_09013	chr2:10584623-10584768	NM_002539	c		58	42	136	296	175	236
Gene_09014	chr2:10711192-10711398	NM_024894	c		2389	2037	6346	8585	5112	6241
Gene_09015	chr2:11361362-11375853	NM_004850	c		5	6	65	95	30	119
Gene_09016	chr2:11361362-11375853	NM_004850	e		32	13	32	31	40	41
Gene_09017	chr2:11585811-11585891	NR_003095	c		359	89	420	16	263	182
Gene_09018	chr2:12464542-12473972	-	-		22	15	8	4	32	9
Gene_09019	chr2:15614279-15614448	NM_015909	.		1	0	1	0	0	0
Gene_09020	chr2:16731073-16731344	NM_030797	c		9	2	14	1	26	5
Gene_09021	chr2:16733983-16734081	NM_030797	c		185	163	154	482	431	277
Gene_09022	chr2:17846629-17847781	NM_001142286	c		0	1	1	0	0	2
Gene_09023	chr2:17860184-17860237	NM_001142286	.		0	1	1	0	0	1
Gene_09024	chr2:17877585-17881633	NM_001142286	c		28	15	63	20	6	45
Gene_09025	chr2:17877585-17881633	NM_001142286	c		292	200	603	46	184	80
Gene_09026	chr2:17899355-17906568	NM_001142286	e		0	0	113	300	2	14
Gene_09027	chr2:18397204-18398996	-	-		22	28	28	37	31	2
Gene_09028	chr2:20232432-20232755	NM_014713	c		68	51	220	248	164	94
Gene_09029	chr2:20232432-20232755	NM_014713	c		0	0	23	15	31	7
Gene_09030	chr2:20232899-20237251	NM_014713	c		4704	5888	14465	6733	6270	4661
Gene_09031	chr2:20448854-20448896	NM_015317	c		440	388	1331	481	978	555
Gene_09032	chr2:20449746-20449842	NM_015317	c		22	11	76	39	93	46
Gene_09033	chr2:20449885-20450003	NM_015317	c		514	394	435	220	1557	588
Gene_09034	chr2:20450108-20450321	NM_015317	c		0	0	2	0	0	0
Gene_09035	chr2:20450375-20450473	NM_015317	c		204	260	892	1040	587	575
Gene_09036	chr2:20450674-20450757	NM_015317	c		1	0	13	0	0	0
Gene_09037	chr2:20451056-20451175	NM_015317	c		73	66	277	7	23	33
Gene_09038	chr2:20451338-20453698	NM_015317	c		4	1	0	0	28	22
Gene_09039	chr2:20451338-20453698	NM_015317	c		17	36	77	103	76	56
Gene_09040	chr2:20454694-20454741	NM_015317	.		17	21	27	85	42	35
Gene_09041	chr2:20455788-20455903	NM_015317	e		125	112	812	634	957	341
Gene_09042	chr2:20458041-20458132	NM_015317	.		0	5	0	0	0	3
Gene_09043	chr2:20460145-20460185	NM_015317	c		0	0	0	0	0	3
Gene_09044	chr2:23972433-23972581	NM_017552	c		1	1	1	0	728	53
Gene_09045	chr2:23980717-23980812	NM_017552	c		8	14	146	109	0	29
Gene_09046	chr2:24098712-24103630	NM_017552	.		0	0	5	0	0	0
Gene_09047	chr2:24475246-24475307	NM_019595	.		167	118	966	93	93	39
Gene_09048	chr2:24480784-24480824	NM_019595	c		8	0	11	7	6	5
Gene_09049	chr2:24493591-24493637	NM_019595	o		1	0	18	0	0	2
Gene_09050	chr2:24521623-24523007	NM_019595	c		134	168	149	429	656	330
Gene_09051	chr2:24524861-24524954	NM_019595	c		16	14	31	15	45	18
Gene_09052	chr2:24533408-24533552	NM_019595	c		1420	2412	1929	6735	5884	1752
Gene_09053	chr2:25963104-25963434	NM_018263	c		46	67	64	193	167	84
Gene_09054	chr2:25982453-25982508	NM_018263	c		6	2	13	0	0	2
Gene_09055	chr2:25991661-25991726	NM_018263	c		2	3	9	48	2	5
Gene_09056	chr2:25994301-25994412	NM_018263	.		0	0	0	0	0	1
Gene_09057	chr2:26150115-26150192	NM_002254	c		221	212	880	1234	223	119
Gene_09058	chr2:26414155-26414249	NM_000182	.		73	67	65	90	114	75
Gene_09059	chr2:26415188-26415257	NM_000182	c		13	10	10	9	0	2
Gene_09060	chr2:26416466-26416634	NM_000182	c		5	0	1	0	0	2
Gene_09061	chr2:26455034-26455074	NM_000182	c		253	209	216	415	398	259
Gene_09062	chr2:27532533-27532618	NM_002437	c		43	38	57	37	276	134
Gene_09063	chr2:27548903-27549014	NM_001035521	c		0	0	6	58	0	3
Gene_09064	chr2:27549072-27549234	NM_001035521	c		21	7	8	7	39	20
Gene_09065	chr2:27549663-27549703	NM_001035521	c		0	0	0	0	0	1
Gene_09066	chr2:27550918-27550965	NM_001035521	c		12	1	16	5	22	11
Gene_09067	chr2:27604112-27604239	NM_177983	c		519	500	211	359	512	139
Gene_09068	chr2:27606810-27607657	NM_177983	.		6	1	0	8	30	3
Gene_09069	chr2:27850480-27850520	NM_001142682	c		0	2	2	0	0	1
Gene_09070	chr2:27850623-27850701	NM_001142682	c		8	3	21	23	2	15
Gene_09071	chr2:27884092-27884260	NM_014860	c		53	51	145	52	48	19
Gene_09072	chr2:32249068-32249311	NM_032574	c		51	101	292	408	151	52
Gene_09073	chr2:32264491-32264533	NM_032574	c		292	168	771	188	1157	606
Gene_09074	chr2:37069036-37073129	-	-		218	141	574	48	665	308
Gene_09075	chr2:37069036-37073129	-	-		14	31	3	16	26	9
Gene_09076	chr2:37069036-37073129	-	-		0	0	9	0	0	0
Gene_09077	chr2:37069036-37073129	-	-		409	718	233	24	44	16
Gene_09078	chr2:37076065-37076105	NM_003162	c		41	35	283	56	178	44
Gene_09079	chr2:37082354-37082452	NM_003162	o		67	47	466	430	132	122
Gene_09080	chr2:37291994-37292089	NM_019024	c		155	133	289	317	302	147
Gene_09081	chr2:37296001-37296077	NM_019024	e		100	99	225	196	267	257
Gene_09082	chr2:37297376-37297416	NM_019024	c		23	18	2	20	0	0
Gene_09083	chr2:37331417-37343507	NM_001135652	c		24	12	29	13	16	13
Gene_09084	chr2:37331417-37343507	NM_001135652	c		23	12	165	29	103	127
Gene_09085	chr2:37428994-37429037	NM_005760	c		0	0	0	0	0	4
Gene_09086	chr2:37438984-37439180	NM_005760	c		84	78	211	155	162	116
Gene_09087	chr2:37450391-37450518	NM_005760	c		35	48	204	21	87	27
Gene_09088	chr2:37455701-37455940	NM_005760	c		0	0	4	10	0	0
Gene_09089	chr2:37456076-37458629	NM_005760	c		20	58	48	108	38	97
Gene_09090	chr2:37478406-37478509	NM_005813	c		15	5	16	30	27	21
Gene_09091	chr2:37479030-37479072	NM_005813	c		1	2	3	0	0	1
Gene_09092	chr2:37484005-37484054	NM_005813	c		52	51	155	27	103	42
Gene_09093	chr2:37543719-37543883	NM_005813	c		772	673	922	1454	3789	2261
Gene_09094	chr2:37871404-37871694	NM_006449	c		1	0	0	0	0	0
Gene_09095	chr2:38294865-38294913	NM_000104	c		222	154	180	246	416	154
Gene_09096	chr2:38523122-38523218	NM_022374	c		37	62	40	30	268	114
Gene_09097	chr2:38791277-38791377	NM_138394	c		22	19	33	96	85	31
Gene_09098	chr2:39210062-39210114	NM_005633	c		4	3	26	7	2	6
Gene_09099	chr2:39212725-39212767	NM_005633	c		5	22	25	0	1	14
Gene_09100	chr2:39213158-39213445	NM_005633	c		1	0	8	0	2	0
Gene_09101	chr2:39222449-39222497	NM_005633	c		7	9	19	19	93	15
Gene_09102	chr2:40656286-40656486	NM_001112800	c		0	1	1	4	0	0
Gene_09103	chr2:40656548-40656609	NM_001112800	c		6	11	9	6	2	13
Gene_09104	chr2:40657111-40657286	NM_001112800	c		13	11	55	25	23	7
Gene_09105	chr2:43449715-43449806	NM_006887	c		1	0	0	0	0	3
Gene_09106	chr2:43450002-43450067	NM_006887	c		123	62	396	265	509	253
Gene_09107	chr2:43450162-43450205	NM_006887	c		2	0	51	190	0	15
Gene_09108	chr2:43451022-43451113	NM_006887	c		129	103	470	96	100	107
Gene_09109	chr2:44175586-44175626	NM_133259	c		1	0	0	0	0	0
Gene_09110	chr2:44547974-44548038	NM_006036	c		2423	1772	3687	2288	2802	1388
Gene_09111	chr2:45645615-45645655	NM_018079	c		106	402	30	85	32	16
Gene_09112	chr2:46989971-47001836	-	-		113	103	186	12	25	37
Gene_09113	chr2:47387415-47387813	NM_001743	.		160	74	130	43	67	101
Gene_09114	chr2:47387904-47389003	NM_001743	e		83	85	296	172	243	98
Gene_09115	chr2:47389422-47389793	NM_001743	e		26	10	4	4	4	20
Gene_09116	chr2:47389422-47389793	NM_001743	.		56	36	133	77	51	39
Gene_09117	chr2:47403582-47403646	NM_001743	.		0	0	1	4	1	7
Gene_09118	chr2:48040341-48046008	NM_018693	e		63	76	223	291	287	134
Gene_09119	chr2:48040341-48046008	NM_018693	e		322	286	4323	2734	1513	1600
Gene_09120	chr2:48046089-48049418	NM_018693	c		1	0	0	0	0	3
Gene_09121	chr2:48046089-48049418	NM_018693	e		5	3	26	103	37	15
Gene_09122	chr2:54096612-54096680	NM_014614	e		275	378	1225	1351	1414	487
Gene_09123	chr2:54101585-54101636	NM_014614	e		0	0	1	0	0	0
Gene_09124	chr2:54102809-54102893	NM_014614	.		174	157	212	528	288	192
Gene_09125	chr2:54114550-54115040	NM_014614	c		4	1	2	3	0	3
Gene_09126	chr2:54150457-54150505	NM_014614	o		4	4	4	2	10	0
Gene_09127	chr2:54155363-54155443	NM_014614	e		0	0	2	0	0	0
Gene_09128	chr2:55199529-55201898	NM_207521	c		2	2	11	8	3	9
Gene_09129	chr2:55199529-55201898	NM_207521	c		2	5	45	0	18	3
Gene_09130	chr2:55199529-55201898	NM_207521	c		81	100	203	296	260	95
Gene_09131	chr2:55199529-55201898	NM_207521	c		14	16	15	12	9	12
Gene_09132	chr2:55199529-55201898	NM_207521	e		140	129	63	0	0	59
Gene_09133	chr2:55470722-55473540	NM_001005369	c		1076	775	1675	840	1958	1331
Gene_09134	chr2:55476528-55489519	NM_001005369	.		54	29	110	91	87	75
Gene_09135	chr2:55476528-55489519	NM_001005369	c		190	238	386	304	615	280
Gene_09136	chr2:55544906-55549921	NM_001135597	c		4	4	12	4	7	12
Gene_09137	chr2:55559697-55561276	NM_001135597	e		96	53	67	5	45	246
Gene_09138	chr2:55561430-55561962	NM_001135597	c		0	11	4	0	17	1
Gene_09139	chr2:55561430-55561962	NM_001135597	c		777	1233	8913	3144	3267	893
Gene_09140	chr2:55805387-55805442	NM_001122964	.		146	187	2149	466	1103	163
Gene_09141	chr2:55808773-55808817	NM_001122964	c		33	41	459	105	52	39
Gene_09142	chr2:55826003-55826106	NM_001122964	c		0	0	0	3	0	0
Gene_09143	chr2:58213825-58218026	-	-		120	137	379	321	403	70
Gene_09144	chr2:58387204-58387247	NM_001114636	e		130	155	662	450	353	129
Gene_09145	chr2:61133982-61144866	-	-		0	0	0	0	0	1
Gene_09146	chr2:61414804-61414880	NM_014709	c		0	0	3	16	0	0
Gene_09147	chr2:61433200-61433260	NM_014709	e		139	82	511	208	158	164
Gene_09148	chr2:61456074-61456127	NM_014709	c		7	0	1	0	0	17
Gene_09149	chr2:61468700-61468740	NM_014709	c		10	15	8	1	23	17
Gene_09150	chr2:61473474-61473579	NM_014709	c		8	2	2	0	3	6
Gene_09151	chr2:61484412-61484487	NM_014709	e		203	147	266	7	35	29
Gene_09152	chr2:61508242-61508357	NM_014709	c		53	8	64	39	51	59
Gene_09153	chr2:61515809-61515849	NM_014709	e		8	1	3	1	9	6
Gene_09154	chr2:61528154-61528592	NM_014709	c		0	2	4	3	0	0
Gene_09155	chr2:61575405-61575572	NM_014709	c		180	136	251	310	244	142
Gene_09156	chr2:61597453-61597676	NM_014709	o		44	39	44	43	68	72
Gene_09157	chr2:61622023-61622139	NM_014709	.		40	14	145	20	45	63
Gene_09158	chr2:61632907-61632955	NM_014709	c		92	58	352	52	355	107
Gene_09159	chr2:61633030-61647970	NM_014709	c		27	6	10	3	13	17
Gene_09160	chr2:61697795-61697835	NM_014709	c		0	0	0	0	0	1
Gene_09161	chr2:61705199-61705328	NM_003400	c		337	559	958	513	813	157
Gene_09162	chr2:61719727-61720120	NM_003400	c		53	64	200	51	64	74
Gene_09163	chr2:61753597-61753639	NM_003400	.		12	1	7	2	10	9
Gene_09164	chr2:61761000-61764920	NM_003400	c		11	18	31	11	18	16
Gene_09165	chr2:62099394-62116223	NM_006430	c		88	65	752	150	90	295
Gene_09166	chr2:64321866-64322125	NM_020651	c		3	4	17	0	0	2
Gene_09167	chr2:64858965-64859065	NM_014755	c		22	45	56	196	489	89
Gene_09168	chr2:64860378-64860512	NM_014755	c		7	3	31	5	9	9
Gene_09169	chr2:64860631-64860850	NM_014755	c		250	150	167	80	237	52
Gene_09170	chr2:64863892-64863993	NM_014755	c		453	350	1347	1328	1800	813
Gene_09171	chr2:65315059-65315946	NM_004161	c		137	83	7	0	0	1
Gene_09172	chr2:65315059-65315946	NM_004161	c		2	3	11	27	15	7
Gene_09173	chr2:65315059-65315946	NM_004161	c		26	3	352	17	59	9
Gene_09174	chr2:65316075-65331944	NM_004161	c		939	508	209	503	129	102
Gene_09175	chr2:65316075-65331944	NM_004161	c		470	293	163	598	16	58
Gene_09176	chr2:65357025-65357199	NM_004161	.		12	22	68	10	7	22
Gene_09177	chr2:68406466-68406617	NM_000945	c		25	30	50	25	24	29
Gene_09178	chr2:68406774-68406830	NM_000945	c		0	0	0	5	0	3
Gene_09179	chr2:68406921-68407116	NM_000945	c		6	6	79	3	27	2
Gene_09180	chr2:68407222-68407296	NM_000945	c		46	93	419	33	109	24
Gene_09181	chr2:68407559-68407600	NM_000945	c		72	63	0	57	3323	289
Gene_09182	chr2:68407825-68415807	NM_000945	e		50	57	217	174	90	95
Gene_09183	chr2:68407825-68415807	NM_000945	c		0	0	7	0	0	12
Gene_09184	chr2:68444227-68445739	NM_000945	j		123	93	314	143	414	179
Gene_09185	chr2:69551375-69551555	NM_002056	c		16	4	0	72	0	7
Gene_09186	chr2:69551657-69551793	NM_002056	c		9	18	20	36	20	4
Gene_09187	chr2:69554042-69556542	NM_002056	c		139	117	38	25	130	62
Gene_09188	chr2:69590694-69597242	NM_002056	.		3	0	7	2	0	3
Gene_09189	chr2:69688653-69688956	NM_014911	c		33	7	96	3	109	29
Gene_09190	chr2:69692489-69692555	NM_014911	c		84	55	5	0	0	0
Gene_09191	chr2:71213197-71213247	NM_144582	c		121	99	204	258	158	62
Gene_09192	chr2:71216048-71216128	NM_144582	c		0	0	0	0	0	1
Gene_09193	chr2:71414886-71414955	NM_020459	c		71	50	333	223	490	244
Gene_09194	chr2:71415139-71415179	NM_020459	c		77	106	85	49	62	48
Gene_09195	chr2:73989823-73989938	NM_003584	c		1	0	3	1	3	3
Gene_09196	chr2:73993566-73993706	NM_003584	c		18	11	17	16	17	13
Gene_09197	chr2:74362640-74362774	NM_212552	.		3	0	0	0	8	35
Gene_09198	chr2:74383636-74383707	NM_018221	.		1	6	26	78	15	12
Gene_09199	chr2:74386224-74399768	NM_018221	c		52	64	11	0	87	133
Gene_09200	chr2:74597124-74597164	NM_001135041	c		0	0	1	0	23	13
Gene_09201	chr2:74754385-74754481	NM_181575	c		0	0	0	0	0	2
Gene_09202	chr2:74760674-74761035	NM_032603	c		0	0	1	0	0	0
